ID,Type,Message,Performed By,Occurred At
183346636,story_update_activity,Yuting Zhang edited this feature,Yuting Zhang,2022-09-22T00:23:02Z
23874931,label_create_activity,"Yuting Zhang created labels: ""essential""",Yuting Zhang,2022-09-22T00:23:02Z
183346636,story_create_activity,Yuting Zhang added this feature,Yuting Zhang,2022-09-22T00:21:23Z
2599395,project_membership_update_activity,Shawn updated their profile,Shawn,2022-09-21T21:17:24Z
2599395,project_membership_update_activity,Haiyang Wang updated their profile,Haiyang Wang,2022-09-21T20:40:26Z
,project_membership_create_activity,"Yuting Zhang added new members: Shawn, s1a1d1f1, yao049, davidyin97, Haiyang Wang",Yuting Zhang,2022-09-21T20:38:47Z
,project_membership_create_activity,"Yuting Zhang added new members: Shawn, s1a1d1f1, yao049, davidyin97, Haiyang Wang",Yuting Zhang,2022-09-21T20:38:47Z
,project_membership_create_activity,"Yuting Zhang added new members: Shawn, s1a1d1f1, yao049, davidyin97, Haiyang Wang",Yuting Zhang,2022-09-21T20:38:47Z
,project_membership_create_activity,"Yuting Zhang added new members: Shawn, s1a1d1f1, yao049, davidyin97, Haiyang Wang",Yuting Zhang,2022-09-21T20:38:47Z
,project_membership_create_activity,"Yuting Zhang added new members: Shawn, s1a1d1f1, yao049, davidyin97, Haiyang Wang",Yuting Zhang,2022-09-21T20:38:47Z
